Block: 632
Row Block TimeStamp DocumentTimestamp TraceOriginalId DocumentHash ContentHash PdfDocumentHash PdfContentHash Type DocumentVersion OwnerKey VersionKey OwnerSignature OwnerSignedData VersionSignature LedgerSignature LedgerSeal
8888 632 2022-01-19T13:35:44.862Z 2022-01-19T13:35:44.282Z b35b211994cf3aae39e9e2dd349d1f3ed33ec82ce722e5bf21db853f6a073aed b35b211994cf3aae39e9e2dd349d1f3ed33ec82ce722e5bf21db853f6a073aed b35b211994cf3aae39e9e2dd349d1f3ed33ec82ce722e5bf21db853f6a073aed 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 616 03ec1cfa1c2b6832a64706159d100135f7bddfad4aa5ea0590fab5e917beb09885 02a4344d2aca79a2bc0cffc331efb548d7ff6296d9233f8bef089b36d57054e518 gYjMbUaiFpqTtVmKnT0ekYLQqppTO2sQFMsBI4H+O6bMC1IftCQGYDNKgQqUsXfAzYHpWM71KBg5L74lckyrhA== b35b211994cf3aae39e9e2dd349d1f3ed33ec82ce722e5bf21db853f6a073aed 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 vUmlHFuNUHQKe5eXimxAjjTef7OHAcyu9LiTOJHA+abm5qy8jmbRpl3P8Cz1Ha2S/Taoe3C2d2Ni40DQtypqKA== RK2iDe9k7q+wB2HsKtWu7Gj7xQRzsNQSyJr1GgMTVF/1tPyXSt0zH4LYDFEbNcs8ktl1fkZ5Ayt3FM8R1c0juQ==
8889 632 2022-01-19T13:35:55.112Z 2022-01-19T13:35:54.740Z 3f6873f0d5961e7adf85ff01aca55bd267fd118ec5e07c142cee713f2972fe7c 3f6873f0d5961e7adf85ff01aca55bd267fd118ec5e07c142cee713f2972fe7c 3f6873f0d5961e7adf85ff01aca55bd267fd118ec5e07c142cee713f2972fe7c 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 631 0208b3ebfe65c9211cbee86c16e374fc8db82224a8ddd3cd4aaaba6b8b9839a56f 02ef06a464502ac25c6bfd2048ad26db0469c67982e1fd4ad3e669d2d690e5aaf9 6GHO9DZgRiRXRDyXM5uwlKl5D8eGuPegGsI/KmoEumrBYaKppRBdHFbeOU5WFmgDeMqdXxVYgVJQMlZPNOqlzg== 3f6873f0d5961e7adf85ff01aca55bd267fd118ec5e07c142cee713f2972fe7c 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 TZcqKhbiYZDnmUmIkmdCkumZSkLXGBx/FEcIGNNX74I/D1ESMBD+XPd9DSdo1C2HNI7VNIMKbOW9UEZwVPlDeA== KmwETp3QSfKX2NVflX+jO9FOSUKZyZeuzQB177dn5tIrM9asMChMpTQI/IQqlh8gPceZD1lMsCmo9MWc04jmjA==
8890 632 2022-01-19T13:36:07.519Z 2022-01-19T13:36:07.244Z 924b1470d6434bb166b4a020e1a128a4be8516c820a56f89596117d86276aaec 924b1470d6434bb166b4a020e1a128a4be8516c820a56f89596117d86276aaec 924b1470d6434bb166b4a020e1a128a4be8516c820a56f89596117d86276aaec 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 631 039778ec9b71fd2d57ac4548c2d3ff193ee4970f37688a60c4934f20fa67c89605 02096f8c7250fbd538f5d148c9d3175ffc02802ba7c343dd3b4c43c6dbce6ef49f sNn7KwxWR37Im5yRDfZWDf3FjTbQAF8QFBNyzTebj1Phspr2TchyhPQml+86NAf8KobMuH5EKRht93tB9WM5NQ== 924b1470d6434bb166b4a020e1a128a4be8516c820a56f89596117d86276aaec 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 avtAwKiqXryPMkQIKudKWQuBitO2QCLQaHbXq0IuB90RR6p8YD6OuwQ8cDOIbcHuS3qaO8TvQo8gbLQdkd04dg== GDyTBpahWosQ7XcujkgSJcD1HXCjZlRtFkAz8Hra+pjjJy5gU3XTwJR+qRpdFvnIOVG74hyIQEe/XzSOModrzA==
8891 632 2022-01-19T13:36:14.693Z 2022-01-19T13:36:14.420Z 037b7d218e110fad06de49f7d1ab470e5d533441dbd569c2b7c77b1f11a6fc06 037b7d218e110fad06de49f7d1ab470e5d533441dbd569c2b7c77b1f11a6fc06 037b7d218e110fad06de49f7d1ab470e5d533441dbd569c2b7c77b1f11a6fc06 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 631 03f81a95573e9d19a5c9b6c13e034b57c34101a05f29816cb60b077e408a0091a6 03b65923a5df805f7369a2059f277cbaf2794fbfa7ecda6b81b9d971e17de8d67d lfTEW8GfmKmv0qDF2XcaZ16IXzfqHLjQGJhtas9/GPA6ulZGZgnw/mjkH0GmScho4qvzC40DtB4mD0f2GAekgw== 037b7d218e110fad06de49f7d1ab470e5d533441dbd569c2b7c77b1f11a6fc06 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 5kiDCeTXJt2uVjrayp+r37c2q081nyIFc7EU5Uf1WWhVrCy50EisBGO9g+BAioV2KrrVeCUGLk9gmM38Y73txg== 3xiT8zfBRpdBJFYQt/7aPm0EVaGxNeHIffxrjEgJ8/MuypI3c22uTn4IXPv9uIIhWkAlkFRPLS1B/QBPm/FUEA==
8892 632 2022-01-19T13:37:21.882Z 2022-01-19T13:37:21.570Z 75af3fb7e16c0d88e8c377538fbf5e2722e7d4e562c80539d2018a8721d7a999 75af3fb7e16c0d88e8c377538fbf5e2722e7d4e562c80539d2018a8721d7a999 75af3fb7e16c0d88e8c377538fbf5e2722e7d4e562c80539d2018a8721d7a999 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 617 03ec1cfa1c2b6832a64706159d100135f7bddfad4aa5ea0590fab5e917beb09885 03f04715cfded2a5d4eb5e44895cc38ec655ce89021296c65b7a61782bb60c7216 7IBRY1pKZdVdnYE1Gi/yoqe1Bl83BpE9e/YcPkEPhZNGRpG9nd2sw9IVOqBbOlHgN4Zt3veDTj95ZaaK/dVnNA== 75af3fb7e16c0d88e8c377538fbf5e2722e7d4e562c80539d2018a8721d7a999 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 SbQgZcGUQOjc+fbtqvHPXTjmJifOOtsuo/yh0Ow7xZgPNTAliAP+bsg6SeS1uYb6HU6EjPDSU2c+i8S1XlsuWg== iWVQ8BaMFg0Gh6aOTQVd7/THxdcXEoK3aTpLGeg2R38CqpE6dYfJnE80/D0KglEDPZmo8C6tXSo9XraVpOO4Vg==
8893 632 2022-01-19T13:38:23.115Z 2022-01-19T13:38:22.816Z c7ed55c4e6b9911b1db707d4fd715fc897d8971e6c833ea721ac52024f0ebc66 c7ed55c4e6b9911b1db707d4fd715fc897d8971e6c833ea721ac52024f0ebc66 c7ed55c4e6b9911b1db707d4fd715fc897d8971e6c833ea721ac52024f0ebc66 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 618 03ec1cfa1c2b6832a64706159d100135f7bddfad4aa5ea0590fab5e917beb09885 02e40e3458fafc1f41e7ebf6d34e6fcdebb13997b31460f6d2617159ef3ceee64a 6ssbTVJlzXvrfv1kMu3AYatYJk5tEOMwv/lMInf/BMA1M11/he76h+ZiMlb1y0LEHyZfpPL1GWXJsJrh0wgcCg== c7ed55c4e6b9911b1db707d4fd715fc897d8971e6c833ea721ac52024f0ebc66 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 bQhf6O/47pzrS1C8ARNJszVW9Cq7oVy7xSfofyb5pV1uR+4CAU8b808l3oirVSR5C31+b/VgAcgUENrE+HcMLA== hm/ZcjIVoSJNiuTlcnk+oGRpVXL5huzsGxAYrCFd92lyA2KcTREQBoR1G81QZIBs6IDTrFN/sdzKCwbNu3ePaw==
8894 632 2022-01-19T13:38:53.111Z 2022-01-19T13:38:52.820Z 4bf20f3316d32f4ba3e8a6177c2e0de0d99d9e0223348ec5c11d7027b539d791 4bf20f3316d32f4ba3e8a6177c2e0de0d99d9e0223348ec5c11d7027b539d791 4bf20f3316d32f4ba3e8a6177c2e0de0d99d9e0223348ec5c11d7027b539d791 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 619 03ec1cfa1c2b6832a64706159d100135f7bddfad4aa5ea0590fab5e917beb09885 0387de51a7a53a8436f14913528aa52b0fcfbf0b7e034b82e9fe896271dd0c61af 5I1g71VBey8KN9RFslUZ7aUq0vGGQbNXaDpKMmiA9e9tGGHtPb4yPWlRD2TBpgrM46nVTxMVh01IY7KReWPoDw== 4bf20f3316d32f4ba3e8a6177c2e0de0d99d9e0223348ec5c11d7027b539d791 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 tSNK6ljy729+RBQMf3ECQ3Ct93DxMiU0dfMhSnY5T/+Vr7Ds6PfV+O+s3bwcgM8t2tlSIggwkn9VA6zd8CT+vw== LBMB++jIk4ISoruzKtK26rLZY3rvOUaXfwyCnM3nlGjBqNq6q0RR/bBoFDKI1qAnDwHJqOdwtyl5wQag9xg1Eg==
8895 632 2022-01-19T13:39:23.269Z 2022-01-19T13:39:22.950Z dafce54c748b8872e9f8d20ae31ec90e8455eb7171beb3d48be9ac2dc03e73ca dafce54c748b8872e9f8d20ae31ec90e8455eb7171beb3d48be9ac2dc03e73ca dafce54c748b8872e9f8d20ae31ec90e8455eb7171beb3d48be9ac2dc03e73ca 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 620 03ec1cfa1c2b6832a64706159d100135f7bddfad4aa5ea0590fab5e917beb09885 03d525f73c4a25766fa22e3ee64d7517b9de828ebcce896ae41898d8585ac3f48c fDtsdp9bbLBixXfAzYIttxZlBu8XX0ElZz5Ebxta/3ODuN+Dhy1aAhivYdlzlDffDm1jlcksFMxKtvTcrMDCXA== dafce54c748b8872e9f8d20ae31ec90e8455eb7171beb3d48be9ac2dc03e73ca 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 g+zxFBpWN8AB3Mcp0uM7lGV6vwOXD3Tc32Fy4CJfwsQIvEh4vUrehOU9d7nN6N0Kyr7Xg7Sm+yoKHDnQ6h3MZA== p6oQsm+fPL5i/iBru4ccJU7pOjgJH2e7UgMyfOi9NiKspItFVfcvRg9n70FJ+zf0zigOfJM819oPIUBfpSoIlQ==
8896 632 2022-01-19T13:39:52.861Z 2022-01-19T13:39:52.581Z 30f340474a8dd70f1749670407569e8ed1214403df3eddd0a616b609193b052f 30f340474a8dd70f1749670407569e8ed1214403df3eddd0a616b609193b052f 30f340474a8dd70f1749670407569e8ed1214403df3eddd0a616b609193b052f 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 621 03ec1cfa1c2b6832a64706159d100135f7bddfad4aa5ea0590fab5e917beb09885 03d9b75a55638b8522ea8683fb2544e3b2ce02e09ac635bb0dc84e9c03f55db64f ir0+HiplVWgOnIs7RYbYFmBlkLzXQRDYEU7yK9fimWjIZZnU9X7T2xiMS8EzhqqSOr3k7JFrSA+VR94xQM0Z9A== 30f340474a8dd70f1749670407569e8ed1214403df3eddd0a616b609193b052f 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 zFOs8XmGWYihWpx0MFMuQvQo0IEfPGpgwaEkiI/A4kZDoLtZpHNYsQ9GP+Iln5wEkQcrilZlYls/xwKDQHo3eA== i9bnUsb8xBMU4H3wamyOPDHyufqfUW56gMN5eVLA7AfGmpG6/BdkOgUx5gopyYwAZvz4V8WpMvsXwJzlm7w95g==
8897 632 2022-01-19T13:40:22.920Z 2022-01-19T13:40:22.920Z 16b70758f67940aabe64f794805c732c34fba3de702da11797fc9cebfe8604cb 16b70758f67940aabe64f794805c732c34fba3de702da11797fc9cebfe8604cb 16b70758f67940aabe64f794805c732c34fba3de702da11797fc9cebfe8604cb 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 BLK 1 02b9bc72e1a6fb87de88772d68e550afe3e0709d40f5e80a08a84987ddaa985786 02b9bc72e1a6fb87de88772d68e550afe3e0709d40f5e80a08a84987ddaa985786 ry45z8C4pUHkhAmxA1XwgVTUlKCowZdG1f+Vn40VNH0BWqtTeK6/5UdukvBzbz8UZJe0quaLXGmCL0W/ccRUtg== 16b70758f67940aabe64f794805c732c34fba3de702da11797fc9cebfe8604cb xmZIT1EkxJldPKnt/Q6s/FkeNThlGPJRPyIEDtTfZSnFlA2r8zJ2vBqWTVpmMZiaHOAeVTyE3AVjYppMJua2Zw== i63rrfnylfzOVvvM4lpzibdH7mGhVh5itVLTRgLjK4UPFgo4aA/PMiyVcle01NYbVlVmh2oyqCYQKACRbmuWbg== 49GROYYMvGsY8LhiRym0W7mXSQgvsC3E9MW4zUPdnIvndlFiJfSV33QUK7BD7aPq/nsYy2RVkrpqQ3zH+aQu6w==
